date,equipment_id,equipment_name,site,area,vibration_mm_s,bearing_temp_c,oil_pressure_bar,hours_since_service,defects_flagged,will_fail
2026-06-14,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.08,84.9,2.97,2089,3,1
2026-06-15,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.35,84.7,2.85,2102,1,0
2026-06-16,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.28,86.5,2.86,2111,3,0
2026-06-17,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.39,86.2,2.75,2118,3,0
2026-06-18,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.51,87.3,2.82,2127,2,0
2026-06-19,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.47,87.0,2.69,2134,2,0
2026-06-20,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.68,88.5,2.69,2142,1,0
2026-06-21,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.61,87.1,2.66,2150,2,0
2026-06-22,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.76,89.1,2.67,2156,1,0
2026-06-23,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.85,90.1,2.57,2167,3,0
2026-06-24,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.91,89.2,2.69,2180,0,0
2026-06-25,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.81,89.7,2.58,2186,2,0
2026-06-26,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.79,91.2,2.59,2192,2,0
2026-06-27,EQ-FUR-01,Holding Furnace HF-3,BALCO Korba,Cast House,7.97,91.5,2.52,2206,2,0
2026-03-30,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.04,58.9,5.68,1034,0,0
2026-03-31,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.23,60.2,5.57,1046,0,0
2026-04-01,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.2,59.0,5.49,1057,1,0
2026-04-02,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.22,60.9,5.6,1067,0,0
2026-04-03,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.33,59.8,5.54,1073,1,0
2026-04-04,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.4,62.9,5.4,1084,0,0
2026-04-05,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.46,61.6,5.45,1092,1,0
2026-04-06,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.65,61.2,5.52,1100,1,0
2026-04-07,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.74,61.5,5.37,1113,1,0
2026-04-08,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.6,62.5,5.45,1121,1,0
2026-04-09,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.75,64.5,5.42,1132,2,0
2026-04-10,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.84,65.6,5.27,1144,1,0
2026-04-11,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.99,64.9,5.44,1151,1,0
2026-04-12,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.93,66.5,5.38,1158,1,0
2026-04-13,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.91,64.3,5.31,1169,2,0
2026-04-14,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,2.95,66.0,5.23,1182,2,0
2026-04-15,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.1,65.1,5.33,1194,1,0
2026-04-16,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.12,67.0,5.26,1205,1,0
2026-04-17,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.12,68.5,5.24,1211,1,0
2026-04-18,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.1,68.9,5.14,1219,1,0
2026-04-19,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.42,68.8,5.13,1232,1,0
2026-04-20,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.24,69.4,5.22,1244,2,0
2026-04-21,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.36,70.7,5.12,1257,3,0
2026-04-22,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.61,68.6,5.04,1263,1,0
2026-04-23,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.62,71.0,5.17,1272,1,0
2026-04-24,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.64,69.9,5.08,1279,3,0
2026-04-25,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.76,70.9,5.01,1288,1,0
2026-04-26,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.58,72.7,4.97,1298,3,0
2026-04-27,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.75,72.5,4.91,1310,2,0
2026-04-28,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.67,73.2,4.98,1317,2,0
2026-04-29,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.92,73.8,4.98,1328,1,0
2026-04-30,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,3.93,72.7,4.97,1340,1,0
2026-05-01,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.12,74.8,4.92,1347,2,0
2026-05-02,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.1,75.0,4.89,1356,1,0
2026-05-03,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.12,73.2,4.91,1362,2,0
2026-05-04,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.04,75.1,4.92,1374,3,0
2026-05-05,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.22,76.3,4.72,1382,3,0
2026-05-06,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.16,75.8,4.74,1394,0,0
2026-05-07,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.44,75.2,4.67,1401,2,0
2026-05-08,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.26,77.6,4.76,1415,3,0
2026-05-09,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.29,76.7,4.7,1424,2,0
2026-05-10,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.6,79.1,4.66,1437,1,0
2026-05-11,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.62,76.8,4.64,1446,2,0
2026-05-12,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.55,79.9,4.73,1455,2,0
2026-05-13,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.52,80.0,4.69,1469,2,0
2026-05-14,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.85,81.1,4.55,1481,1,0
2026-05-15,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.86,80.3,4.5,1493,1,0
2026-05-16,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.84,80.3,4.47,1501,1,0
2026-05-17,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.99,81.3,4.48,1515,3,0
2026-05-18,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.8,79.9,4.56,1523,1,0
2026-05-19,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.87,81.5,4.53,1531,0,0
2026-05-20,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,4.96,82.7,4.41,1540,2,0
2026-05-21,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.2,83.6,4.47,1550,3,0
2026-05-22,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.31,84.3,4.34,1557,2,0
2026-05-23,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.1,83.6,4.37,1566,3,0
2026-05-24,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.15,85.5,4.29,1578,2,0
2026-05-25,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.43,83.6,4.25,1586,0,0
2026-05-26,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.28,84.5,4.3,1600,3,0
2026-05-27,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.34,85.8,4.31,1614,2,0
2026-05-28,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.39,85.1,4.25,1623,2,0
2026-05-29,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.5,85.5,4.18,1637,1,0
2026-05-30,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.6,88.1,4.32,1647,1,0
2026-05-31,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.61,86.9,4.23,1657,2,0
2026-06-01,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.71,87.5,4.21,1667,0,0
2026-06-02,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.77,88.4,4.14,1674,1,0
2026-06-03,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.77,88.3,4.17,1688,3,0
2026-06-04,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.85,89.9,4.1,1695,3,0
2026-06-05,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.9,88.0,4.14,1706,3,0
2026-06-06,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,5.93,88.7,4.04,1715,3,1
2026-06-07,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.1,91.6,4.13,1722,1,1
2026-06-08,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.11,91.8,3.97,1728,1,1
2026-06-09,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.16,90.2,3.95,1739,3,1
2026-06-10,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.1,92.6,4.0,1745,1,1
2026-06-11,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.27,93.4,4.05,1751,3,1
2026-06-12,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.45,92.4,3.9,1762,2,1
2026-06-13,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.35,93.5,3.9,1775,1,1
2026-06-14,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.57,94.9,3.82,1784,3,1
2026-06-15,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.47,94.6,3.86,1792,1,1
2026-06-16,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.67,94.6,3.75,1798,2,1
2026-06-17,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.77,93.7,3.8,1810,3,1
2026-06-18,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.68,94.3,3.88,1822,1,1
2026-06-19,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.67,95.8,3.78,1832,2,1
2026-06-20,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.73,95.7,3.68,1846,1,1
2026-06-21,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.97,97.3,3.66,1859,3,1
2026-06-22,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,7.01,96.3,3.64,1868,1,1
2026-06-23,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,6.92,99.0,3.74,1876,2,1
2026-06-24,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,7.16,97.8,3.66,1890,3,1
2026-06-25,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,7.06,99.1,3.74,1897,1,1
2026-06-26,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,7.07,100.2,3.57,1903,3,1
2026-06-27,EQ-CNV-03,Limestone Conveyor BC-9,Chanderiya Zinc,Material Handling,7.09,99.6,3.58,1912,3,1
2026-03-30,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,1.84,54.4,5.62,1079,0,0
2026-03-31,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,1.83,54.5,5.49,1086,2,0
2026-04-01,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,1.91,54.6,5.49,1098,0,0
2026-04-02,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.22,55.7,5.46,1107,0,0
2026-04-03,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.24,55.7,5.49,1120,0,0
2026-04-04,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.14,58.0,5.39,1131,2,0
2026-04-05,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.3,57.5,5.37,1141,1,0
2026-04-06,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.23,58.2,5.4,1147,2,0
2026-04-07,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.55,59.4,5.48,1156,2,0
2026-04-08,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.4,59.1,5.4,1169,0,0
2026-04-09,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.64,59.5,5.31,1180,2,0
2026-04-10,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.71,61.9,5.36,1193,1,0
2026-04-11,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.58,62.8,5.34,1201,2,0
2026-04-12,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,2.85,61.7,5.18,1208,1,0
2026-04-13,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.0,63.6,5.25,1221,1,0
2026-04-14,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.06,62.6,5.15,1233,2,0
2026-04-15,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.03,64.2,5.22,1240,2,0
2026-04-16,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.16,63.5,5.22,1253,1,0
2026-04-17,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.15,64.0,5.11,1261,2,0
2026-04-18,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.07,63.9,5.03,1268,3,0
2026-04-19,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.33,64.3,5.0,1279,1,0
2026-04-20,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.49,66.5,5.11,1289,2,0
2026-04-21,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.54,66.3,4.9,1300,2,0
2026-04-22,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.46,68.7,5.04,1310,3,0
2026-04-23,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.67,68.9,4.86,1319,3,0
2026-04-24,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.57,67.9,4.99,1332,2,0
2026-04-25,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.67,68.0,4.87,1343,2,0
2026-04-26,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.72,69.6,4.94,1356,2,0
2026-04-27,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.81,71.0,4.85,1366,2,0
2026-04-28,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.94,72.0,4.87,1372,2,0
2026-04-29,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.82,72.2,4.84,1385,2,0
2026-04-30,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.19,70.7,4.76,1395,1,0
2026-05-01,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,3.99,72.7,4.72,1401,2,0
2026-05-02,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.32,71.9,4.77,1409,2,0
2026-05-03,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.1,73.5,4.7,1416,2,0
2026-05-04,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.32,73.3,4.55,1422,2,0
2026-05-05,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.27,74.3,4.7,1431,1,0
2026-05-06,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.51,76.3,4.6,1443,3,0
2026-05-07,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.6,75.0,4.55,1457,3,0
2026-05-08,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.47,76.5,4.49,1467,2,0
2026-05-09,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.64,76.6,4.4,1480,3,0
2026-05-10,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.59,77.8,4.5,1493,1,0
2026-05-11,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.79,78.6,4.39,1501,2,0
2026-05-12,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.82,79.1,4.39,1508,2,0
2026-05-13,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.96,78.9,4.45,1516,2,0
2026-05-14,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,4.97,80.8,4.38,1528,1,0
2026-05-15,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.14,80.2,4.36,1538,2,0
2026-05-16,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.1,81.1,4.28,1544,2,0
2026-05-17,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.26,81.3,4.31,1555,0,0
2026-05-18,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.35,81.0,4.32,1563,1,0
2026-05-19,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.48,81.0,4.17,1569,1,0
2026-05-20,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.45,83.9,4.27,1580,3,0
2026-05-21,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.53,83.6,4.1,1593,3,0
2026-05-22,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.46,85.0,4.2,1602,2,0
2026-05-23,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.51,83.2,4.03,1608,3,0
2026-05-24,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.57,84.2,4.12,1622,2,1
2026-05-25,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.76,85.2,4.07,1636,1,1
2026-05-26,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.87,87.4,4.04,1644,2,1
2026-05-27,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.82,87.1,3.96,1653,1,1
2026-05-28,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,5.94,86.9,4.04,1661,2,1
2026-05-29,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.15,89.2,3.94,1673,1,1
2026-05-30,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.14,89.8,4.01,1679,3,1
2026-05-31,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.3,87.7,3.83,1690,0,1
2026-06-01,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.17,88.3,3.95,1696,3,1
2026-06-02,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.39,91.4,3.91,1709,2,1
2026-06-03,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.25,90.7,3.83,1721,1,1
2026-06-04,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.38,92.5,3.68,1730,1,1
2026-06-05,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.6,91.9,3.66,1742,2,1
2026-06-06,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.49,92.1,3.8,1753,2,1
2026-06-07,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.59,91.6,3.59,1765,0,1
2026-06-08,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.75,94.9,3.57,1774,2,1
2026-06-09,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.71,92.6,3.61,1783,2,1
2026-06-10,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,6.92,95.0,3.52,1797,1,1
2026-06-11,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.06,96.1,3.57,1807,1,1
2026-06-12,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.06,95.7,3.51,1821,2,1
2026-06-13,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.14,96.5,3.48,1830,1,1
2026-06-14,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.09,96.9,3.42,1838,3,1
2026-06-15,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.3,98.6,3.37,1844,3,0
2026-06-16,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.43,96.5,3.51,1856,2,0
2026-06-17,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.22,97.5,3.35,1868,2,0
2026-06-18,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.5,100.3,3.47,1879,0,0
2026-06-19,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.52,100.3,3.33,1891,0,0
2026-06-20,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.64,101.0,3.34,1901,1,0
2026-06-21,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.65,100.8,3.31,1909,1,0
2026-06-22,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.62,102.4,3.23,1919,3,0
2026-06-23,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.72,101.4,3.27,1930,2,0
2026-06-24,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.92,100.8,3.18,1941,1,0
2026-06-25,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.76,101.3,3.1,1952,2,0
2026-06-26,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,7.84,104.7,3.12,1966,3,0
2026-06-27,EQ-PMP-03,Acid Transfer Pump P-22,Debari Zinc,Hydrometallurgy,8.13,103.2,3.21,1974,2,0
2026-03-30,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.48,46.4,5.3,1107,0,0
2026-03-31,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.31,48.8,5.33,1121,0,0
2026-04-01,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.32,47.5,5.27,1130,0,0
2026-04-02,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.5,46.4,5.25,1140,0,0
2026-04-03,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.39,47.4,5.3,1153,1,0
2026-04-04,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.39,47.0,5.2,1159,0,0
2026-04-05,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.49,48.3,5.33,1170,0,0
2026-04-06,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.47,46.5,5.32,1177,0,0
2026-04-07,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.44,49.0,5.3,1189,0,0
2026-04-08,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.51,47.8,5.31,1203,0,0
2026-04-09,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.35,46.7,5.23,1214,0,0
2026-04-10,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.47,47.2,5.37,1226,0,0
2026-04-11,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.53,47.8,5.3,1239,0,0
2026-04-12,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.55,48.6,5.23,1251,0,0
